iter	Passed	Remaining
1490	819146	1615768
1491	819843	1615508
1492	820505	1615181
1493	821192	1614901
1494	821830	1614525
1495	822492	1614196
1496	823274	1614102
1497	824211	1614311
1498	824869	1613971
1499	825533	1613642
1500	826471	1613848
1501	827094	1613440
1502	827651	1612902
1503	828253	1612450
1504	828887	1612062
1505	829419	1611474
1506	829980	1610943
1507	830537	1610406
1508	831351	1610364
1509	832112	1610221
1510	832763	1609862
1511	833333	1609348
1512	833884	1608796
1513	834459	1608290
1514	834966	1607655
1515	835584	1607233
1516	836275	1606949
1517	836837	1606419
1518	837463	1606011
1519	837983	1605399
1520	838543	1604864
1521	839070	1604266
1522	839620	1603713
1523	840178	1603175
1524	840736	1602637
1525	841347	1602198
1526	841969	1601781
1527	842612	1601404
1528	843248	1601014
1529	843776	1600417
1530	844372	1599950
1531	844895	1599345
1532	845429	1598761
1533	845985	1598217
1534	846547	1597686
1535	847150	1597232
1536	847706	1596688
1537	848298	1596213
1538	848868	1595697
1539	849378	1595066
1540	849959	1594570
1541	850522	1594040
1542	851035	1593416
1543	851646	1592976
1544	852223	1592471
1545	852768	1591908
1546	853374	1591457
1547	853945	1590942
1548	854580	1590545
1549	855379	1590454
1550	856180	1590364
1551	856869	1590067
1552	857729	1590085
1553	858516	1589968
1554	859247	1589746
1555	859973	1589514
1556	860938	1589723
1557	861582	1589337
1558	862240	1588977
1559	862887	1588597
1560	863474	1588108
1561	864235	1587935
1562	865006	1587782
1563	865788	1587647
1564	866521	1587423
1565	867458	1587570
1566	868323	1587585
1567	869168	1587562
1568	869865	1587268
1569	870718	1587259
1570	871578	1587260
1571	872294	1586998
1572	872942	1586612
1573	873600	1586245
1574	874194	1585760
1575	874802	1585302
1576	875414	1584849
1577	876001	1584352
1578	876734	1584118
1579	877338	1583650
1580	878042	1583364
1581	878735	1583057
1582	879364	1582634
1583	879996	1582215
1584	880507	1581580
1585	881016	1580941
1586	881650	1580527
1587	882273	1580092
1588	882848	1579571
1589	883495	1579179
1590	884139	1578781
1591	884737	1578300
1592	885360	1577864
1593	885912	1577302
1594	886712	1577181
1595	887311	1576701
1596	888129	1576610
1597	889175	1576922
1598	889797	1576483
1599	890393	1575997
1600	890967	1575471
1601	891551	1574963
1602	892217	1574598
1603	892914	1574291
1604	893579	1573925
1605	894386	1573807
1606	894973	1573304
1607	895625	1572913
1608	896367	1572681
1609	897084	1572405
1610	897829	1572177
1611	898604	1572001
1612	899420	1571894
1613	900094	1571540
1614	900717	1571095
1615	901363	1570693
1616	902044	1570349
1617	902717	1569991
1618	903422	1569689
1619	904058	1569266
1620	904674	1568808
1621	905322	1568407
1622	905976	1568015
1623	906775	1567872
1624	907391	1567414
1625	907959	1566872
1626	908634	1566514
1627	909242	1566042
1628	909832	1565536
1629	910471	1565117
1630	911155	1564774
1631	911974	1564661
1632	912782	1564530
1633	913597	1564409
1634	914392	1564254
1635	915105	1563958
1636	915823	1563669
1637	916517	1563339
1638	917178	1562952
1639	917851	1562586
1640	918486	1562153
1641	919193	1561845
1642	919977	1561666
1643	920822	1561589
1644	921670	1561516
1645	922726	1561795
1646	923603	1561769
1647	924385	1561583
1648	925145	1561358
1649	925733	1560842
1650	926345	1560368
1651	927009	1559980
1652	927681	1559605
1653	928467	1559421
1654	929124	1559020
1655	929722	1558519
1656	930325	1558029
1657	930951	1557575
1658	931582	1557130
1659	932181	1556630
1660	932860	1556265
1661	933455	1555759
1662	934074	1555292
1663	934762	1554941
1664	935517	1554700
1665	936241	1554407
1666	937625	1555209
1667	938324	1554873
1668	938987	1554476
1669	939594	1553988
1670	940409	1553842
1671	941214	1553679
1672	941950	1553401
1673	942827	1553355
1674	943608	1553150
1675	944408	1552977
1676	945122	1552660
1677	946180	1552909
1678	946868	1552548
1679	947538	1552157
1680	948185	1551730
1681	948860	1551347
1682	949536	1550965
1683	950102	1550405
1684	950749	1549975
1685	951433	1549606
1686	952075	1549168
1687	952684	1548676
1688	953356	1548286
1689	953976	1547813
1690	954588	1547324
1691	955248	1546916
1692	955918	1546520
1693	956532	1546036
1694	957326	1545842
1695	958084	1545589
1696	958737	1545165
1697	959382	1544730
1698	960014	1544272
1699	960700	1543902
1700	961288	1543373
1701	961925	1542923
1702	962579	1542500
1703	963358	1542277
1704	964050	1541914
1705	964764	1541587
1706	965529	1541339
1707	966267	1541049
1708	967027	1540792
1709	967716	1540423
1710	968440	1540108
1711	969110	1539708
1712	969789	1539321
1713	970597	1539138
1714	971359	1538882
1715	972175	1538712
1716	973113	1538732
1717	973877	1538476
1718	974581	1538126
1719	975437	1538014
1720	976149	1537675
1721	976765	1537185
1722	977363	1536667
1723	978168	1536474
1724	979007	1536331
1725	979750	1536039
1726	980485	1535733
1727	981254	1535482
1728	982222	1535539
1729	983143	1535521
1730	983792	1535079
1731	984502	1534732
1732	985255	1534451
1733	985967	1534106
1734	986605	1533645
1735	987234	1533171
1736	987852	1532678
1737	988634	1532439
1738	989690	1532626
1739	990587	1532564
1740	991370	1532325
1741	992234	1532210
1742	992978	1531910
1743	993600	1531420
1744	994235	1530952
1745	994934	1530580
1746	995534	1530057
1747	996241	1529697
1748	997157	1529658
1749	997975	1529468
1750	999296	1530048
1751	1000173	1529945
1752	1000931	1529660
1753	1001731	1529440
1754	1002500	1529169
1755	1003219	1528824
1756	1003863	1528363
1757	1004651	1528121
1758	1005210	1527530
1759	1005956	1527225
1760	1006644	1526829
1761	1007433	1526587
1762	1008333	1526513
1763	1008980	1526054
1764	1009699	1525704
1765	1010440	1525387
1766	1011127	1524989
1767	1011804	1524574
1768	1012469	1524141
1769	1013158	1523744
1770	1013813	1523296
1771	1014422	1522778
1772	1015171	1522471
1773	1015872	1522090
1774	1016678	1521867
1775	1017375	1521480
1776	1018073	1521094
1777	1018760	1520691
1778	1019464	1520314
1779	1020144	1519900
1780	1020785	1519428
1781	1021568	1519167
1782	1022358	1518916
1783	1023220	1518771
1784	1024090	1518637
1785	1024960	1518502
1786	1026103	1518771
1787	1026883	1518501
1788	1027542	1518051
1789	1028323	1517782
1790	1029018	1517385
1791	1029712	1516987
1792	1030504	1516731
1793	1031154	1516268
1794	1031891	1515931
1795	1032650	1515627
1796	1033365	1515258
1797	1034081	1514889
1798	1034833	1514572
1799	1035750	1514497
1800	1036551	1514251
1801	1037246	1513850
1802	1037950	1513461
1803	1038721	1513170
1804	1039380	1512716
1805	1039961	1512147
1806	1041112	1512406
1807	1041837	1512047
1808	1042565	1511690
1809	1043273	1511305
1810	1043904	1510807
1811	1044549	1510331
1812	1045263	1509953
1813	1046104	1509758
1814	1046897	1509494
1815	1047621	1509128
1816	1048395	1508834
1817	1049162	1508531
1818	1049955	1508264
1819	1050728	1507968
1820	1051474	1507633
1821	1052269	1507367
1822	1053103	1507156
1823	1053821	1506780
1824	1054475	1506310
1825	1055016	1505681
1826	1055638	1505166
1827	1056301	1504709
1828	1057146	1504511
1829	1058143	1504529
1830	1059173	1504593
1831	1059988	1504350
1832	1060636	1503870
1833	1061369	1503510
1834	1062202	1503291
1835	1062864	1502830
1836	1063601	1502474
1837	1064301	1502066
1838	1065053	1501731
1839	1065713	1501266
1840	1066317	1500722
1841	1067064	1500378
1842	1067760	1499963
1843	1068406	1499477
1844	1069199	1499197
1845	1070145	1499131
1846	1070942	1498855
1847	1071739	1498579
1848	1072461	1498197
1849	1073090	1497686
1850	1073685	1497127
1851	1074332	1496639
1852	1074919	1496070
1853	1075473	1495453
1854	1076129	1494979
1855	1076738	1494438
1856	1077297	1493828
1857	1077962	1493367
1858	1078608	1492877
1859	1079191	1492300
1860	1079745	1491684
1861	1080337	1491121
1862	1081008	1490666
1863	1081629	1490142
1864	1082363	1489772
1865	1083095	1489401
1866	1083739	1488908
1867	1084417	1488462
1868	1085112	1488038
1869	1085810	1487617
1870	1086466	1487141
1871	1087070	1486592
1872	1087650	1486010
1873	1088320	1485551
1874	1088966	1485060
1875	1089624	1484584
1876	1090317	1484156
1877	1090962	1483662
1878	1091646	1483221
1879	1092407	1482884
1880	1093195	1482584
1881	1093882	1482147
1882	1094538	1481666
1883	1095266	1481283
1884	1095955	1480848
1885	1096676	1480454
1886	1097268	1479887
1887	1097991	1479497
1888	1098721	1479114
1889	1099440	1478718
1890	1100216	1478397
1891	1101005	1478093
1892	1101660	1477610
1893	1102331	1477147
1894	1103189	1476934
1895	1103998	1476656
1896	1104651	1476168
1897	1105357	1475751
1898	1106128	1475420
1899	1106910	1475104
1900	1107544	1474590
1901	1108283	1474215
1902	1109068	1473901
1903	1109902	1473652
1904	1110587	1473204
1905	1111286	1472775
1906	1111987	1472348
1907	1113002	1472336
1908	1113806	1472044
1909	1114598	1471736
1910	1115244	1471235
1911	1115885	1470727
1912	1116668	1470406
1913	1117321	1469913
1914	1118678	1470346
1915	1119696	1470332
1916	1120405	1469911
1917	1121036	1469388
1918	1121718	1468931
1919	1122418	1468498
1920	1123454	1468502
1921	1124565	1468605
1922	1125536	1468523
1923	1126531	1468472
1924	1127335	1468171
1925	1128393	1468200
1926	1129295	1468024
1927	1130130	1467763
1928	1131008	1467555
1929	1131687	1467088
1930	1132401	1466668
1931	1133064	1466181
1932	1133702	1465660
1933	1134419	1465243
1934	1135289	1465022
1935	1136440	1465162
1936	1137149	1464733
1937	1137850	1464293
1938	1138642	1463968
1939	1139321	1463499
1940	1140153	1463226
1941	1141069	1463060
1942	1141787	1462639
1943	1142940	1462775
1944	1143855	1462606
1945	1145151	1462922
1946	1146652	1463497
1947	1147577	1463337
1948	1148679	1463402
1949	1149735	1463406
1950	1150916	1463569
1951	1151892	1463469
1952	1152883	1463388
1953	1153858	1463286
1954	1154693	1463005
1955	1155698	1462939
1956	1156446	1462547
1957	1157152	1462101
1958	1157966	1461792
1959	1159129	1461922
1960	1159974	1461650
1961	1160838	1461401
1962	1161671	1461113
1963	1162373	1460661
1964	1163202	1460366
1965	1164047	1460091
1966	1164803	1459706
1967	1165678	1459467
1968	1166503	1459166
1969	1167409	1458966
1970	1168251	1458684
1971	1169047	1458345
1972	1169818	1457974
1973	1170558	1457564
1974	1171361	1457232
1975	1172282	1457047
1976	1173078	1456705
1977	1173919	1456420
1978	1174802	1456184
1979	1175601	1455845
1980	1176405	1455512
1981	1177664	1455740
1982	1178538	1455492
1983	1179411	1455241
1984	1180270	1454973
1985	1181180	1454766
1986	1181930	1454363
1987	1182666	1453942
1988	1183410	1453530
1989	1184249	1453234
1990	1185125	1452984
1991	1186196	1452971
1992	1187203	1452879
1993	1188063	1452607
1994	1188879	1452280
1995	1189858	1452151
1996	1190704	1451860
1997	1191452	1451449
1998	1192244	1451090
1999	1193176	1450902
2000	1194004	1450587
2001	1195083	1450575
2002	1195861	1450198
2003	1196634	1449814
2004	1197501	1449544
2005	1198316	1449209
2006	1199791	1449673
2007	1200709	1449462
2008	1201432	1449015
2009	1202418	1448883
2010	1203263	1448583
2011	1204294	1448504
2012	1205168	1448238
2013	1206012	1447933
2014	1206817	1447582
2015	1207662	1447277
2016	1208602	1447087
2017	1209429	1446760
2018	1210362	1446560
2019	1211126	1446156
2020	1211909	1445776
2021	1212813	1445539
2022	1213866	1445478
2023	1215071	1445598
2024	1216302	1445748
2025	1217329	1445653
2026	1218382	1445589
2027	1219425	1445511
2028	1220159	1445068
2029	1221158	1444937
2030	1222574	1445298
2031	1223530	1445114
2032	1224481	1444924
2033	1225723	1445076
2034	1227446	1445792
2035	1230049	1447543
2036	1230921	1447254
2037	1231846	1447027
2038	1232735	1446756
2039	1233642	1446506
2040	1234535	1446239
2041	1235548	1446111
2042	1236638	1446073
2043	1238139	1446515
2044	1239167	1446402
2045	1240110	1446189
2046	1241252	1446207
2047	1242621	1446489
2048	1243694	1446424
2049	1244478	1446023
2050	1245287	1445650
2051	1246457	1445696
2052	1247625	1445738
2053	1248815	1445805
2054	1249834	1445672
2055	1250624	1445273
2056	1251526	1445005
2057	1252340	1444633
2058	1253511	1444673
2059	1254510	1444514
2060	1255502	1444346
2061	1256588	1444284
2062	1257588	1444123
2063	1258601	1443976
2064	1259427	1443614
2065	1260353	1443366
2066	1261481	1443349
2067	1262965	1443738
2068	1264393	1444060
2069	1265865	1444431
2070	1267406	1444879
2071	1268936	1445313
2072	1270164	1445401
2073	1271868	1446029
2074	1273152	1446178
2075	1274822	1446764
2076	1276538	1447398
2077	1278236	1448011
2078	1279964	1448656
2079	1281194	1448734
2080	1282849	1449292
2081	1284223	1449531
2082	1285694	1449878
2083	1286985	1450020
2084	1288314	1450202
2085	1289443	1450160
2086	1290494	1450028
2087	1291755	1450131
2088	1292842	1450038
2089	1293428	1449382
2090	1295001	1449831
2091	1296254	1449920
2092	1297705	1450230
2093	1298870	1450219
2094	1302059	1452464
2095	1305459	1454940
2096	1308283	1456767
2097	1310064	1457430
2098	1312071	1458342
2099	1313356	1458451
2100	1314553	1458459
2101	1315625	1458329
2102	1316810	1458322
2103	1318073	1458400
2104	1319149	1458270
2105	1320328	1458254
2106	1321289	1457995
2107	1322784	1458325
2108	1323899	1458235
2109	1325319	1458479
2110	1326827	1458819
2111	1327968	1458752
2112	1329360	1458962
2113	1330508	1458902
2114	1331570	1458746
2115	1333153	1459159
2116	1334615	1459440
2117	1336260	1459918
2118	1337676	1460144
2119	1339155	1460437
2120	1340864	1460979
2121	1342926	1461904
2122	1344355	1462136
2123	1345580	1462147
2124	1346937	1462298
2125	1348206	1462353
2126	1349701	1462652
2127	1351251	1463009
2128	1352388	1462917
2129	1353720	1463035
2130	1355370	1463495
2131	1356684	1463589
2132	1357923	1463603
2133	1359322	1463788
2134	1360746	1463997
2135	1361772	1463777
2136	1362815	1463575
2137	1363749	1463255
2138	1364652	1462901
2139	1365814	1462825
2140	1366979	1462751
2141	1367939	1462456
2142	1369242	1462526
2143	1370440	1462484
2144	1371406	1462193
2145	1372638	1462185
2146	1373735	1462033
2147	1374741	1461782
2148	1375874	1461666
2149	1377325	1461886
2150	1378602	1461921
2151	1379596	1461654
2152	1380690	1461492
2153	1381552	1461085
2154	1382605	1460878
2155	1383610	1460620
2156	1384599	1460345
2157	1385476	1459951
2158	1386401	1459606
2159	1387421	1459361
2160	1388536	1459215
2161	1389726	1459148
2162	1391461	1459651
2163	1392567	1459493
2164	1394359	1460052
2165	1395954	1460403
2166	1396907	1460081
2167	1397801	1459696
2168	1398781	1459401
2169	1399581	1458918
2170	1400410	1458465
2171	1401556	1458341
2172	1402563	1458072
2173	1403705	1457942
2174	1404709	1457668
2175	1405711	1457391
2176	1406884	1457292
2177	1407997	1457129
2178	1409038	1456890
2179	1409911	1456477
2180	1410693	1455969
2181	1411588	1455579
2182	1412443	1455146
2183	1413248	1454662
2184	1414142	1454269
2185	1415090	1453931
2186	1416573	1454141
2187	1417688	1453973
2188	1419145	1454153
2189	1420362	1454087
2190	1421753	1454199
2191	1422776	1453932
2192	1423866	1453733
2193	1424841	1453416
2194	1425818	1453100
2195	1426965	1452957
2196	1428040	1452740
2197	1429248	1452657
2198	1430279	1452394
2199	1431253	1452071
2200	1432456	1451981
2201	1433555	1451783
2202	1434724	1451657
2203	1435835	1451470
2204	1436810	1451146
2205	1437710	1450744
2206	1438745	1450479
2207	1439821	1450255
2208	1440813	1449944
2209	1441676	1449504
2210	1442756	1449281
2211	1443627	1448848
2212	1444490	1448407
2213	1445453	1448064
2214	1446963	1448269
2215	1447917	1447917
2216	1448833	1447526
2217	1450013	1447398
2218	1451171	1447247
2219	1452383	1447149
2220	1453625	1447080
2221	1454787	1446931
2222	1456304	1447132
2223	1457889	1447400
2224	1459153	1447348
2225	1460324	1447203
2226	1461423	1446986
2227	1462573	1446818
2228	1463560	1446488
2229	1464673	1446282
2230	1465864	1446153
2231	1467093	1446059
2232	1468584	1446223
2233	1469795	1446110
2234	1470857	1445849
2235	1472270	1445932
2236	1473547	1445881
2237	1475418	1446410
2238	1477200	1446851
2239	1479105	1447410
2240	1480568	1447534
2241	1481988	1447616
2242	1483123	1447417
2243	1484717	1447665
2244	1486248	1447851
2245	1487400	1447665
2246	1488706	1447630
2247	1489765	1447352
2248	1490661	1446916
2249	1491634	1446553
2250	1492775	1446353
2251	1493831	1446071
2252	1494934	1445833
2253	1495951	1445511
2254	1497468	1445671
2255	1499489	1446316
2256	1500545	1446028
2257	1501798	1445930
2258	1503059	1445837
2259	1504370	1445793
2260	1505486	1445560
2261	1506532	1445258
2262	1507816	1445184
2263	1509013	1445026
2264	1510271	1444926
2265	1512957	1446190
2266	1514231	1446101
2267	1515580	1446082
2268	1516987	1446118
2269	1518010	1445788
2270	1518959	1445385
2271	1520168	1445231
2272	1521635	1445319
2273	1522934	1445247
2274	1524149	1445095
2275	1525399	1444974
2276	1526563	1444771
2277	1527651	1444495
2278	1529330	1444777
2279	1530323	1444411
2280	1531440	1444159
2281	1532456	1443812
2282	1533531	1443521
2283	1535133	1443724
2284	1536736	1443927
2285	1537698	1443526
2286	1538738	1443198
2287	1539971	1443050
2288	1541076	1442781
2289	1542201	1442531
2290	1543414	1442361
2291	1544681	1442241
2292	1545843	1442023
2293	1546918	1441723
2294	1548010	1441437
2295	1549154	1441199
2296	1549994	1440678
2297	1551148	1440448
2298	1552059	1439992
2299	1553098	1439655
2300	1554177	1439353
2301	1555205	1439004
2302	1556280	1438698
2303	1557344	1438380
2304	1558313	1437974
2305	1559284	1437570
2306	1560513	1437404
2307	1561367	1436890
2308	1562433	1436572
2309	1563659	1436400
2310	1564958	1436294
2311	1566072	1436017
2312	1567503	1436030
2313	1569167	1436255
2314	1570497	1436174
2315	1572066	1436309
2316	1573476	1436298
2317	1575027	1436414
2318	1576215	1436198
2319	1577479	1436050
2320	1578749	1435907
2321	1580174	1435903
2322	1581165	1435504
2323	1582750	1435645
2324	1585632	1436958
2325	1587613	1437452
2326	1589385	1437755
2327	1590598	1437550
2328	1591943	1437465
2329	1593635	1437692
2330	1595111	1437721
2331	1597407	1438489
2332	1603157	1442360
2333	1606631	1444178
2334	1608705	1444734
2335	1610713	1445229
2336	1613986	1446855
2337	1625791	1456119
2338	1629038	1457707
2339	1631221	1458340
2340	1633319	1458894
2341	1634886	1458972
2342	1636613	1459191
2343	1640332	1461183
2344	1645485	1464447
2345	1650913	1467947
2346	1658715	1473549
2347	1663708	1476647
2348	1669039	1480038
2349	1674814	1483814
2350	1679907	1486979
2351	1685933	1490961
2352	1690837	1493943
2353	1694045	1495423
2354	1696481	1496217
2355	1699446	1497475
2356	1701661	1498068
2357	1704057	1498819
2358	1707884	1500824
2359	1710063	1501377
2360	1712296	1501975
2361	1714399	1502458
2362	1717636	1503931
2363	1719503	1504202
2364	1721267	1504380
2365	1723717	1505156
2366	1725996	1505780
2367	1728028	1506186
2368	1730842	1507272
2369	1732701	1507523
2370	1734488	1507709
2371	1737474	1508936
2372	1739449	1509282
2373	1741484	1509677
2374	1743253	1509841
2375	1745305	1510247
2376	1747065	1510399
2377	1748808	1510535
2378	1750966	1511027
2379	1753033	1511438
2380	1754688	1511493
2381	1756773	1511916
2382	1759450	1512846
2383	1761510	1513243
2384	1764404	1514354
2385	1767622	1515739
2386	1769568	1516032
2387	1771589	1516385
2388	1772981	1516199
2389	1774596	1516203
2390	1776955	1516841
2391	1779010	1517216
2392	1781028	1517558
2393	1783770	1518515
2394	1785777	1518843
2395	1788131	1519463
2396	1790530	1520120
2397	1792665	1520551
2398	1795089	1521224
2399	1797723	1522072
2400	1800201	1522786
2401	1802901	1523684
2402	1805060	1524123
2403	1807261	1524595
2404	1809483	1525082
2405	1811514	1525406
2406	1813265	1525493
2407	1815139	1525682
2408	1817062	1525910
2409	1818856	1526028
2410	1820629	1526126
2411	1822294	1526133
2412	1823955	1526135
2413	1826131	1526567
2414	1828166	1526878
2415	1829582	1526671
2416	1830875	1526361
2417	1832493	1526320
2418	1833937	1526133
2419	1835288	1525868
2420	1838008	1526738
2421	1840286	1527240
2422	1842544	1527722
2423	1844866	1528255
2424	1848093	1529535
2425	1849461	1529274
2426	1850893	1529065
2427	1852686	1529153
2428	1854260	1529058
2429	1856279	1529329
2430	1858106	1529441
2431	1859483	1529180
2432	1860959	1529000
2433	1862882	1529185
2434	1864621	1529219
2435	1866905	1529697
2436	1868601	1529692
2437	1870987	1530250
2438	1872715	1530267
2439	1874984	1530724
2440	1876855	1530855
2441	1878480	1530784
2442	1879556	1530265
2443	1880967	1530017
2444	1883070	1530332
2445	1886253	1531520
2446	1887940	1531492
2447	1889472	1531337
2448	1890957	1531142
2449	1892378	1530895
2450	1894305	1531056
2451	1895598	1530703
2452	1897497	1530838
2453	1899324	1530914
2454	1901227	1531049
2455	1903436	1531429
2456	1905115	1531381
2457	1906510	1531103
2458	1908118	1530995
2459	1909956	1531071
2460	1911159	1530636
2461	1912934	1530658
2462	1915257	1531117
2463	1917352	1531391
2464	1918854	1531191
2465	1920816	1531356
2466	1922417	1531232
2467	1924433	1531437
2468	1926960	1532046
2469	1930054	1533104
2470	1933163	1534169
2471	1935619	1534714
2472	1938722	1535769
2473	1941294	1536400
2474	1946219	1538889
2475	1949207	1539842
2476	1950941	1539802
2477	1953048	1540054
2478	1955142	1540295
2479	1957729	1540922
2480	1959587	1540973
2481	1961262	1540879
2482	1963069	1540887
2483	1964773	1540812
2484	1966175	1540500
2485	1967448	1540086
2486	1969868	1540568
2487	1971248	1540235
2488	1973824	1540835
2489	1976563	1541561
2490	1978538	1541687
2491	1980669	1541933
2492	1982736	1542128
2493	1984532	1542110
2494	1986229	1542014
2495	1988170	1542106
2496	1990532	1542522
2497	1993049	1543057
2498	1994526	1542785
2499	1996693	1543045
2500	1998625	1543120
2501	2000136	1542870
2502	2002234	1543072
2503	2004157	1543137
2504	2005981	1543124
2505	2008100	1543336
2506	2009503	1542997
2507	2011008	1542735
2508	2013242	1543031
2509	2014731	1542754
2510	2016509	1542698
2511	2017900	1542343
2512	2019565	1542198
2513	2021247	1542065
2514	2022763	1541803
2515	2024568	1541761
2516	2026236	1541614
2517	2027552	1541197
2518	2029193	1541026
2519	2031804	1541591
2520	2033596	1541532
2521	2035281	1541390
2522	2037591	1541721
2523	2038956	1541334
2524	2041816	1542076
2525	2043899	1542230
2526	2045258	1541835
2527	2047312	1541963
2528	2048547	1541473
2529	2049927	1541091
2530	2051201	1540629
2531	2052616	1540273
2532	2053945	1539851
2533	2055196	1539369
2534	2056464	1538900
2535	2057906	1538561
2536	2059099	1538034
2537	2060778	1537870
2538	2062122	1537454
2539	2063543	1537096
2540	2064858	1536657
2541	2066382	1536374
2542	2067670	1535914
2543	2069928	1536173
2544	2072227	1536460
2545	2073856	1536250
2546	2075920	1536360
2547	2077688	1536250
2548	2079314	1536033
2549	2080474	1535472
2550	2082347	1535435
2551	2083849	1535124
2552	2085599	1534994
2553	2086671	1534365
2554	2088468	1534267
2555	2089903	1533904
2556	2091154	1533404
2557	2092160	1532724
2558	2093279	1532126
2559	2094516	1531614
2560	2095843	1531168
2561	2097363	1530862
2562	2098558	1530318
2563	2099846	1529841
2564	2100834	1529145
2565	2101948	1528540
2566	2102989	1527883
2567	2103951	1527167
2568	2104785	1526358
2569	2105742	1525638
2570	2106731	1524942
2571	2107734	1524255
2572	2108664	1523516
2573	2109754	1522892
2574	2110868	1522284
2575	2112459	1522020
2576	2113745	1521535
2577	2114645	1520772
2578	2115981	1520323
2579	2117531	1520026
2580	2118695	1519452
2581	2120298	1519191
2582	2121734	1518810
2583	2122766	1518139
2584	2123770	1517448
2585	2124752	1516741
2586	2125789	1516072
2587	2126716	1515326
2588	2127987	1514824
2589	2129346	1514384
2590	2131806	1514726
2591	2134234	1515042
2592	2135645	1514636
2593	2137196	1514328
2594	2138285	1513692
