iter	RMSE
1665	6.296136755
1666	6.295309144
1667	6.294487368
1668	6.293689466
1669	6.29288412
1670	6.292044146
1671	6.291218392
1672	6.290378898
1673	6.289542104
1674	6.288686483
1675	6.287809415
1676	6.286960787
1677	6.286118133
1678	6.285285586
1679	6.284436125
1680	6.283597267
1681	6.282774637
1682	6.281940859
1683	6.28112626
1684	6.280289496
1685	6.279454838
1686	6.278609879
1687	6.277776224
1688	6.276946869
1689	6.276121964
1690	6.275283908
1691	6.274430416
1692	6.273612433
1693	6.272780721
1694	6.271932182
1695	6.271083963
1696	6.270232072
1697	6.269399016
1698	6.268578285
1699	6.267771116
1700	6.266940496
1701	6.266123472
1702	6.265306908
1703	6.264479498
1704	6.263622781
1705	6.262777689
1706	6.261951576
1707	6.261122818
1708	6.260305755
1709	6.259501886
1710	6.258685921
1711	6.257873338
1712	6.257058762
1713	6.256222042
1714	6.255408137
1715	6.25455664
1716	6.253719463
1717	6.252900623
1718	6.252095781
1719	6.251264959
1720	6.250439565
1721	6.249607121
1722	6.248793542
1723	6.247964781
1724	6.247140851
1725	6.246300348
1726	6.245485729
1727	6.244639047
1728	6.243814287
1729	6.242993715
1730	6.242182174
1731	6.241370623
1732	6.240551588
1733	6.239734565
1734	6.238914509
1735	6.238093055
1736	6.237272138
1737	6.236454082
1738	6.235653366
1739	6.234835265
1740	6.234035897
1741	6.233201718
1742	6.232416139
1743	6.231605547
1744	6.230791651
1745	6.229983472
1746	6.229174157
1747	6.228373914
1748	6.227527268
1749	6.226704942
1750	6.225893921
1751	6.225086326
1752	6.224273514
1753	6.223438111
1754	6.222635662
1755	6.221817004
1756	6.221003227
1757	6.220170385
1758	6.219364368
1759	6.21854306
1760	6.217725445
1761	6.216928506
1762	6.216094022
1763	6.21528643
1764	6.214481206
1765	6.213669181
1766	6.212859905
1767	6.212060681
1768	6.211257862
1769	6.210468139
1770	6.209657518
1771	6.208865592
1772	6.208081652
1773	6.207266866
1774	6.20645452
1775	6.2056542
1776	6.2048673
1777	6.204066858
1778	6.203249259
1779	6.202458314
1780	6.201658371
1781	6.200840028
1782	6.200030231
1783	6.199205263
1784	6.198417074
1785	6.197593888
1786	6.196804921
1787	6.19599012
1788	6.195195778
1789	6.19440812
1790	6.193622825
1791	6.192824792
1792	6.192025638
1793	6.191214424
1794	6.190404413
1795	6.189615865
1796	6.188809929
1797	6.188012356
1798	6.187195744
1799	6.186373888
1800	6.185576087
1801	6.184763808
1802	6.183974071
1803	6.183141323
1804	6.182361828
1805	6.181548963
1806	6.180740461
1807	6.179951749
1808	6.179144133
1809	6.178347882
1810	6.177587222
1811	6.176786445
1812	6.175985232
1813	6.175204314
1814	6.174403917
1815	6.173624918
1816	6.172844405
1817	6.172052053
1818	6.171284113
1819	6.17049352
1820	6.169683809
1821	6.168887286
1822	6.16809491
1823	6.167286955
1824	6.166464674
1825	6.165674493
1826	6.164890725
1827	6.164096785
1828	6.163293443
1829	6.162524405
1830	6.161739916
1831	6.160966093
1832	6.160173934
1833	6.15941273
1834	6.158625307
1835	6.157833279
1836	6.157040092
1837	6.156246814
1838	6.155460724
1839	6.154674734
1840	6.153871586
1841	6.153072991
1842	6.152299173
1843	6.151521099
1844	6.15072535
1845	6.149971223
1846	6.1491727
1847	6.148386041
1848	6.147609951
1849	6.146834458
1850	6.14604918
1851	6.145274161
1852	6.144479324
1853	6.143682757
1854	6.142890959
1855	6.142109738
1856	6.141357155
1857	6.140579897
1858	6.139779271
1859	6.138989366
1860	6.138225966
1861	6.137467381
1862	6.136692865
1863	6.13590911
1864	6.135125199
1865	6.134344921
1866	6.133561637
1867	6.13278371
1868	6.132007035
1869	6.131244374
1870	6.130448244
1871	6.129688603
1872	6.128927367
1873	6.128151909
1874	6.127383062
1875	6.126600679
1876	6.125833174
1877	6.125059593
1878	6.124266776
1879	6.123475716
1880	6.122694338
1881	6.121916266
1882	6.121140107
1883	6.120373325
1884	6.119612428
1885	6.118832383
1886	6.118058648
1887	6.117274071
1888	6.116512832
1889	6.115732108
1890	6.114954088
1891	6.114192831
1892	6.113433567
1893	6.112656193
1894	6.111881089
1895	6.111093366
1896	6.110311851
1897	6.109520023
1898	6.10874136
1899	6.107987105
1900	6.10723267
1901	6.106470316
1902	6.105677539
1903	6.104905304
1904	6.104134769
1905	6.103350225
1906	6.10257577
1907	6.101805947
1908	6.101038346
1909	6.100255355
1910	6.099484082
1911	6.098735607
1912	6.097956891
1913	6.097203542
1914	6.096430181
1915	6.095653578
1916	6.094898451
1917	6.09414852
1918	6.093379158
1919	6.09261155
1920	6.09186217
1921	6.091112201
1922	6.090347067
1923	6.089573005
1924	6.088797908
1925	6.088030738
1926	6.087255906
1927	6.086484966
1928	6.085715164
1929	6.084921305
1930	6.08416976
1931	6.083415046
1932	6.082673736
1933	6.081896878
1934	6.081128523
1935	6.080357883
1936	6.079586086
1937	6.078843781
1938	6.078109811
1939	6.077333681
1940	6.076551606
1941	6.075787947
1942	6.075029729
1943	6.074275952
1944	6.073496835
1945	6.072756814
1946	6.072010231
1947	6.071242722
1948	6.07048477
1949	6.069717797
1950	6.068987622
1951	6.068209455
1952	6.067449758
1953	6.066698476
1954	6.065937378
1955	6.065190709
1956	6.064440294
1957	6.063683079
1958	6.06294347
1959	6.062211355
1960	6.061457286
1961	6.06070183
1962	6.059973265
1963	6.059222157
1964	6.058484156
1965	6.057725095
1966	6.056957993
1967	6.056197573
1968	6.055431446
1969	6.054680668
1970	6.053931394
1971	6.053181375
1972	6.052441559
1973	6.051680182
1974	6.050929876
1975	6.050170746
1976	6.049419316
1977	6.048666316
1978	6.047898071
1979	6.047149981
1980	6.046389735
1981	6.045618732
1982	6.044867674
1983	6.044111748
1984	6.043379773
1985	6.042626571
1986	6.041870347
1987	6.041147545
1988	6.040402521
1989	6.039647738
1990	6.038907028
1991	6.038145717
1992	6.0373869
1993	6.036640148
1994	6.035897726
1995	6.035137332
1996	6.034387907
1997	6.033643003
1998	6.032902325
1999	6.032141952
2000	6.031363985
2001	6.030640977
2002	6.029891948
2003	6.029135733
2004	6.028386461
2005	6.027641827
2006	6.026893832
2007	6.02615516
2008	6.025421639
2009	6.02466496
2010	6.023909913
2011	6.023173487
2012	6.022436836
2013	6.021704589
2014	6.020970534
2015	6.020235221
2016	6.01949
2017	6.018740274
2018	6.018009108
2019	6.017276745
2020	6.016525081
2021	6.015786615
2022	6.015046017
2023	6.014313621
2024	6.013584834
2025	6.012846236
2026	6.012115659
2027	6.011397445
2028	6.010669108
2029	6.009909603
2030	6.009162436
2031	6.008434641
2032	6.007693737
2033	6.006974445
2034	6.006249505
2035	6.005503201
2036	6.004756948
2037	6.004026974
2038	6.003285424
2039	6.002562604
2040	6.001817578
2041	6.001064049
2042	6.000331702
2043	5.999580817
2044	5.998834493
2045	5.998113663
2046	5.997398787
2047	5.99667987
2048	5.995941522
2049	5.995237787
2050	5.994509347
2051	5.99378377
2052	5.993041479
2053	5.992297373
2054	5.991535438
2055	5.990813965
2056	5.99010236
2057	5.989361522
2058	5.988616318
2059	5.987880865
2060	5.987165766
2061	5.9864201
2062	5.985695647
2063	5.984968651
2064	5.984231748
2065	5.983508081
2066	5.982786126
2067	5.982047335
2068	5.981329032
2069	5.980639109
2070	5.979930597
2071	5.979214381
2072	5.978440701
2073	5.977697949
2074	5.977000372
2075	5.976267569
2076	5.975517237
2077	5.974763443
2078	5.974034784
2079	5.973285097
2080	5.972566358
2081	5.971839292
2082	5.97111479
2083	5.970384778
2084	5.969685527
2085	5.968946938
2086	5.968221212
2087	5.967488711
2088	5.966768364
2089	5.966071904
2090	5.965330226
2091	5.96461886
2092	5.963911316
2093	5.963188552
2094	5.962444495
2095	5.96172099
2096	5.960988477
2097	5.960277297
2098	5.959562677
2099	5.958843781
2100	5.958117149
2101	5.957398198
2102	5.956660412
2103	5.955958338
2104	5.955227905
2105	5.954538637
2106	5.953790099
2107	5.953068782
2108	5.952349081
2109	5.951620808
2110	5.950912197
2111	5.950188975
2112	5.949465543
2113	5.948719022
2114	5.948015433
2115	5.947308613
2116	5.94656217
2117	5.945843546
2118	5.945114563
2119	5.944385975
2120	5.943680584
2121	5.942959899
2122	5.942261609
2123	5.94155703
2124	5.940845968
2125	5.940121491
2126	5.939381669
2127	5.938648131
2128	5.937937303
2129	5.937232106
2130	5.936522216
2131	5.935811838
2132	5.935097466
2133	5.934404751
2134	5.933690504
2135	5.932965197
2136	5.932244054
2137	5.931534988
2138	5.930840386
2139	5.930115734
2140	5.929389972
2141	5.928673492
2142	5.927947012
2143	5.927213957
2144	5.926490443
2145	5.925782689
2146	5.9250682
2147	5.924382687
2148	5.92368566
2149	5.922992054
2150	5.922265316
2151	5.921554083
2152	5.920836824
2153	5.920127924
2154	5.919408482
2155	5.918685812
2156	5.91794931
2157	5.917237045
2158	5.916535652
2159	5.915836014
2160	5.91508869
2161	5.914378429
2162	5.913657542
2163	5.912952508
2164	5.912268709
2165	5.911561199
2166	5.910844731
2167	5.910131584
2168	5.909454395
2169	5.908757611
2170	5.908046568
2171	5.907340629
2172	5.906629047
2173	5.905928525
2174	5.905241528
2175	5.904535519
2176	5.903818292
2177	5.903110463
2178	5.902376863
2179	5.901658576
2180	5.900974143
2181	5.900272264
2182	5.899590019
2183	5.898881515
2184	5.898167322
2185	5.897465031
2186	5.896766508
2187	5.896036196
2188	5.895341624
2189	5.894639154
2190	5.893913572
2191	5.893193501
2192	5.892481141
2193	5.891754813
2194	5.891054254
2195	5.890343679
2196	5.889659025
2197	5.888954684
2198	5.888261367
2199	5.887574992
2200	5.886879228
2201	5.886156907
2202	5.885442706
2203	5.884738258
2204	5.884039425
2205	5.883373551
2206	5.88267813
2207	5.881983579
2208	5.881274789
2209	5.880565018
2210	5.879820385
2211	5.879086349
2212	5.878400926
2213	5.877708984
2214	5.877021419
2215	5.876325176
2216	5.875631745
2217	5.874926241
2218	5.874212304
2219	5.873502551
2220	5.87277481
2221	5.872087748
2222	5.871393615
2223	5.870684825
2224	5.869997151
2225	5.869296599
2226	5.868616501
2227	5.867936184
2228	5.867225094
2229	5.866555866
2230	5.865869517
2231	5.865176293
2232	5.864508689
2233	5.863832637
2234	5.863133354
2235	5.86243824
2236	5.861755261
2237	5.86108169
2238	5.860409628
2239	5.85969307
2240	5.859019508
2241	5.858309131
2242	5.857601253
2243	5.856890437
2244	5.856209723
2245	5.855513251
2246	5.854814361
2247	5.854146989
2248	5.853470019
2249	5.852795146
2250	5.852129214
2251	5.851423742
2252	5.85072766
2253	5.850039411
2254	5.849367799
2255	5.848680459
2256	5.848032754
2257	5.847329173
2258	5.846628962
2259	5.845938685
2260	5.845249159
2261	5.844539401
2262	5.843883117
2263	5.84318115
2264	5.842493165
2265	5.84179698
2266	5.841094385
2267	5.840387371
2268	5.839684734
2269	5.839010882
2270	5.838333412
2271	5.837640776
2272	5.836942204
2273	5.836274567
2274	5.835604083
2275	5.834893303
2276	5.834203166
2277	5.83350521
2278	5.832818222
2279	5.832130117
2280	5.831454544
2281	5.830770232
2282	5.830109897
2283	5.829424071
2284	5.828736809
2285	5.828049383
2286	5.827361317
2287	5.826698295
2288	5.826017382
2289	5.825343021
2290	5.824673074
2291	5.824001397
2292	5.823318463
2293	5.82262628
2294	5.821911845
2295	5.821238373
2296	5.82055352
2297	5.81986749
2298	5.819180516
2299	5.818505584
2300	5.81782867
2301	5.81714263
2302	5.816442741
2303	5.815763049
2304	5.815087051
2305	5.814394253
2306	5.813724065
2307	5.813028622
2308	5.812361811
2309	5.811692527
2310	5.811029819
2311	5.81036343
2312	5.809654775
2313	5.808970652
2314	5.808310413
2315	5.807636202
2316	5.80696366
2317	5.806283487
2318	5.80560598
2319	5.804928952
2320	5.804237459
2321	5.803562163
2322	5.802898992
2323	5.802262252
2324	5.80160033
2325	5.80092523
2326	5.800278088
2327	5.799600423
2328	5.798944691
2329	5.798282219
2330	5.797607541
2331	5.796950242
2332	5.79628645
2333	5.795617078
2334	5.794950962
2335	5.794313254
2336	5.793627493
2337	5.792973639
2338	5.792329967
2339	5.791653893
2340	5.791020703
2341	5.79037282
2342	5.789686432
2343	5.789022748
2344	5.788356664
2345	5.787671649
2346	5.787004904
2347	5.786327607
2348	5.785692026
2349	5.785027036
2350	5.784381302
2351	5.783689168
2352	5.783047969
2353	5.782387727
2354	5.781748975
2355	5.781084039
2356	5.780426064
2357	5.779741038
2358	5.77908056
2359	5.778419245
2360	5.777766478
2361	5.777094375
2362	5.77643238
2363	5.775752468
2364	5.775099918
2365	5.774427767
2366	5.773736085
2367	5.773067142
2368	5.772406646
2369	5.77175095
2370	5.771087897
2371	5.770451308
2372	5.769781614
2373	5.769132515
2374	5.768488561
2375	5.767836954
2376	5.767161444
2377	5.76652867
2378	5.765869089
2379	5.765204072
2380	5.764526211
2381	5.763880708
2382	5.763195842
2383	5.76255436
2384	5.761896324
2385	5.761233384
2386	5.760609019
2387	5.75994817
2388	5.759298269
2389	5.758648229
2390	5.758006018
2391	5.757362445
2392	5.7566758
2393	5.756034473
2394	5.755362472
2395	5.754695307
2396	5.754066394
2397	5.753398403
2398	5.752722915
2399	5.752097643
2400	5.751449785
2401	5.750805015
2402	5.750123381
2403	5.749470408
2404	5.748811575
2405	5.748148468
2406	5.747498588
2407	5.746841361
2408	5.746183583
2409	5.745537193
2410	5.744876791
2411	5.744221019
2412	5.743597861
2413	5.742953876
2414	5.742301091
2415	5.741643238
2416	5.740990948
2417	5.740346488
2418	5.739708405
2419	5.739039757
2420	5.738411989
2421	5.737763195
2422	5.737118505
2423	5.736477079
2424	5.735809769
2425	5.735169118
2426	5.734512771
2427	5.733862116
2428	5.733209988
2429	5.732552857
2430	5.731924018
2431	5.731270809
2432	5.730644539
2433	5.729979532
2434	5.729333886
2435	5.728697716
2436	5.728074558
2437	5.727418982
2438	5.726745391
2439	5.726109075
2440	5.725479476
2441	5.724842376
2442	5.724222364
2443	5.723564215
2444	5.722905989
2445	5.722250506
2446	5.72159769
2447	5.720947465
2448	5.720301121
2449	5.719658361
2450	5.71901328
2451	5.718376516
2452	5.717707459
2453	5.717059295
2454	5.71642805
2455	5.715789369
2456	5.715145406
2457	5.714516906
2458	5.713870373
2459	5.713241063
2460	5.712595237
2461	5.711956924
2462	5.711316545
2463	5.710641166
2464	5.709990217
2465	5.709325324
2466	5.708664395
2467	5.708036534
2468	5.707424068
2469	5.706771652
2470	5.706123244
2471	5.70548408
2472	5.704830148
2473	5.704201281
2474	5.70355087
2475	5.702902976
2476	5.70227165
2477	5.701625786
2478	5.70097167
2479	5.70033314
2480	5.699692353
2481	5.699065135
2482	5.698443023
2483	5.697816682
2484	5.697185968
2485	5.696542969
2486	5.695911271
2487	5.695303594
2488	5.694679959
2489	5.694075994
2490	5.693446609
2491	5.692826298
2492	5.692196552
2493	5.691591068
2494	5.690967263
2495	5.690326597
2496	5.689684899
2497	5.689041559
2498	5.688407074
2499	5.687769141
2500	5.687144524
2501	5.686501584
2502	5.685889755
2503	5.685251552
2504	5.684602056
2505	5.683970934
2506	5.683321231
2507	5.682686493
2508	5.68203235
2509	5.681374198
2510	5.680740126
2511	5.680124794
2512	5.679491663
2513	5.678844008
2514	5.67820828
2515	5.677589254
2516	5.676989715
2517	5.676378369
2518	5.675716329
2519	5.67510399
2520	5.674490797
2521	5.673870325
2522	5.673261964
2523	5.672651109
2524	5.672028675
2525	5.67140813
2526	5.670791048
2527	5.670171731
2528	5.669549886
2529	5.668914371
2530	5.668295589
2531	5.667679311
2532	5.667047278
2533	5.666443877
2534	5.665798707
2535	5.665169064
2536	5.664542656
2537	5.663902451
2538	5.663273639
2539	5.662668112
2540	5.662043883
2541	5.66142979
2542	5.660809386
2543	5.66018269
2544	5.659543704
2545	5.658945919
2546	5.658307582
2547	5.657669553
2548	5.657023835
2549	5.65641354
2550	5.655775084
2551	5.655163354
2552	5.654552331
2553	5.653956157
2554	5.653319046
2555	5.65269576
2556	5.652082097
2557	5.651458693
2558	5.650813325
2559	5.650220241
2560	5.649597597
2561	5.64899314
2562	5.648374064
2563	5.647761495
2564	5.647131146
2565	5.64651975
2566	5.645867761
2567	5.645248778
2568	5.644638678
2569	5.644041381
2570	5.643428767
2571	5.642824804
2572	5.642175822
2573	5.641580101
2574	5.640965616
2575	5.640352144
2576	5.639730388
2577	5.639123143
2578	5.638513794
2579	5.637893047
2580	5.637250087
2581	5.636624828
2582	5.636027655
2583	5.635419428
2584	5.634831364
2585	5.634233885
2586	5.633652222
2587	5.633041666
2588	5.632435404
2589	5.631800376
2590	5.631191984
2591	5.630583558
2592	5.630001228
2593	5.629375451
2594	5.628785944
