iter	RMSE
244	7.808759348
245	7.807461921
246	7.80613999
247	7.804807472
248	7.803468438
249	7.802126469
250	7.800806831
251	7.799489015
252	7.79815853
253	7.796834012
254	7.795509968
255	7.794193271
256	7.792887561
257	7.791581687
258	7.79026131
259	7.788961112
260	7.787640159
261	7.786321435
262	7.785016187
263	7.783710226
264	7.782396891
265	7.781067265
266	7.779760389
267	7.77845125
268	7.777131346
269	7.775818831
270	7.774502789
271	7.773185724
272	7.771870548
273	7.770534495
274	7.769210026
275	7.767869903
276	7.766520236
277	7.765215906
278	7.763916545
279	7.762612814
280	7.761306294
281	7.76000318
282	7.758702006
283	7.757396244
284	7.756075474
285	7.754765405
286	7.753483918
287	7.752187455
288	7.750886019
289	7.749583982
290	7.748264575
291	7.74696724
292	7.745648194
293	7.744330472
294	7.743022771
295	7.74175053
296	7.740438696
297	7.739139261
298	7.737867601
299	7.736532584
300	7.735236277
301	7.733925807
302	7.732635039
303	7.73133791
304	7.730035225
305	7.728774699
306	7.72745558
307	7.726139474
308	7.724863206
309	7.723547187
310	7.722256839
311	7.720960271
312	7.719657457
313	7.718368231
314	7.717069158
315	7.715788944
316	7.714495153
317	7.713209369
318	7.711903442
319	7.710597218
320	7.709316511
321	7.708009451
322	7.706702919
323	7.705411192
324	7.704111212
325	7.702805909
326	7.701498613
327	7.700220725
328	7.698923492
329	7.697628927
330	7.696328578
331	7.695057451
332	7.693781542
333	7.692508926
334	7.691224526
335	7.689950265
336	7.688675862
337	7.687382878
338	7.686081076
339	7.684808416
340	7.683515267
341	7.682229931
342	7.680958349
343	7.67966684
344	7.678372959
345	7.677098853
346	7.675809244
347	7.674537659
348	7.673261263
349	7.671962103
350	7.670702178
351	7.66939356
352	7.668113795
353	7.666871185
354	7.665595808
355	7.664307851
356	7.663033326
357	7.661766582
358	7.660486017
359	7.659222092
360	7.657950902
361	7.656660245
362	7.655368374
363	7.654075263
364	7.652817145
365	7.651543592
366	7.6502617
367	7.648990826
368	7.647698544
369	7.646413662
370	7.645137881
371	7.643860143
372	7.642580023
373	7.64133116
374	7.640070393
375	7.638767095
376	7.637501937
377	7.636217426
378	7.634942618
379	7.633678756
380	7.632421667
381	7.63118317
382	7.629913004
383	7.628646329
384	7.627395395
385	7.626139672
386	7.624859475
387	7.623613209
388	7.622359062
389	7.621100268
390	7.619851265
391	7.618600202
392	7.617372527
393	7.61611277
394	7.614845923
395	7.613584441
396	7.612310427
397	7.611056014
398	7.609780971
399	7.608525652
400	7.607253515
401	7.605984771
402	7.604710534
403	7.603469963
404	7.60221083
405	7.600956674
406	7.599693911
407	7.598437392
408	7.597170642
409	7.595913131
410	7.594653249
411	7.593387997
412	7.592155827
413	7.590885456
414	7.589628072
415	7.588344411
416	7.587064602
417	7.58580156
418	7.584544431
419	7.583273226
420	7.582035747
421	7.580778778
422	7.579516831
423	7.578293772
424	7.577052414
425	7.57578658
426	7.574517926
427	7.573291473
428	7.572030042
429	7.570779101
430	7.569512479
431	7.568271614
432	7.567014367
433	7.56577648
434	7.564525836
435	7.563263582
436	7.562034218
437	7.560808119
438	7.559540821
439	7.558300739
440	7.55704282
441	7.555790276
442	7.554562361
443	7.553333837
444	7.552099767
445	7.550844371
446	7.549598882
447	7.548347581
448	7.547116476
449	7.545879405
450	7.544655556
451	7.543405107
452	7.542157731
453	7.540929401
454	7.539679394
455	7.538442784
456	7.537180266
457	7.535930948
458	7.534682325
459	7.533422151
460	7.532181708
461	7.53094208
462	7.529711143
463	7.528466531
464	7.527231108
465	7.525987125
466	7.524753618
467	7.523529767
468	7.522311879
469	7.521060026
470	7.519841063
471	7.518613274
472	7.51741743
473	7.516177455
474	7.514950752
475	7.513712257
476	7.512471777
477	7.511234105
478	7.510030261
479	7.508803593
480	7.507573272
481	7.506327047
482	7.505060158
483	7.503841289
484	7.502611299
485	7.501385002
486	7.500155358
487	7.498926596
488	7.497699504
489	7.496482612
490	7.495263193
491	7.494039561
492	7.492798352
493	7.491552669
494	7.490317162
495	7.489098794
496	7.48790984
497	7.486698272
498	7.485476233
499	7.484292042
500	7.48305797
501	7.481834069
502	7.480603366
503	7.479397089
504	7.478190913
505	7.476962026
506	7.475760583
507	7.474545775
508	7.473314947
509	7.472090764
510	7.470873798
511	7.469646662
512	7.468444578
513	7.467234764
514	7.46601498
515	7.46478191
516	7.4635709
517	7.462353219
518	7.461146121
519	7.459919966
520	7.458716183
521	7.457513122
522	7.45628405
523	7.455081331
524	7.453851566
525	7.452647271
526	7.451432847
527	7.450221466
528	7.449013095
529	7.44779493
530	7.446570442
531	7.445355826
532	7.444162718
533	7.442950129
534	7.441765986
535	7.44056167
536	7.439353151
537	7.438127509
538	7.436893162
539	7.435670738
540	7.43446406
541	7.433261656
542	7.432052959
543	7.430872978
544	7.429658565
545	7.428463764
546	7.427258043
547	7.426045552
548	7.424847906
549	7.423628919
550	7.422400431
551	7.421195378
552	7.420008087
553	7.418807724
554	7.417613588
555	7.416413571
556	7.415238205
557	7.414043987
558	7.41284591
559	7.411622528
560	7.410411738
561	7.409200646
562	7.407990943
563	7.406791011
564	7.405602359
565	7.404396265
566	7.403186204
567	7.401996723
568	7.400833526
569	7.39962675
570	7.398454241
571	7.397260407
572	7.39604669
573	7.394877088
574	7.393691552
575	7.392503361
576	7.391315155
577	7.39011435
578	7.388905236
579	7.387690313
580	7.386519361
581	7.385322681
582	7.384132034
583	7.382929926
584	7.381741707
585	7.380549696
586	7.379372672
587	7.378173625
588	7.377005311
589	7.375790927
590	7.374585009
591	7.373391544
592	7.372192238
593	7.371000055
594	7.36979432
595	7.368589302
596	7.367400789
597	7.366220208
598	7.365021022
599	7.363807801
600	7.362621408
601	7.361435116
602	7.360251922
603	7.359055233
604	7.357890767
605	7.356725786
606	7.355551579
607	7.354358812
608	7.35317665
609	7.352006458
610	7.350821856
611	7.349631473
612	7.34844747
613	7.347270947
614	7.346098119
615	7.344890438
616	7.343720601
617	7.342531148
618	7.341353152
619	7.340189445
620	7.339024576
621	7.337838865
622	7.336659737
623	7.335498582
624	7.334322912
625	7.333152921
626	7.33197298
627	7.330809625
628	7.32963088
629	7.328453959
630	7.327286531
631	7.32611756
632	7.324942785
633	7.32377075
634	7.322604218
635	7.321416025
636	7.320227856
637	7.319065625
638	7.317871556
639	7.316710758
640	7.315559686
641	7.31439573
642	7.31322102
643	7.312022467
644	7.310832897
645	7.309661214
646	7.308476148
647	7.307304966
648	7.306120635
649	7.304960804
650	7.303816573
651	7.302659545
652	7.301467952
653	7.300280844
654	7.29911401
655	7.29793206
656	7.296773976
657	7.295609936
658	7.294448407
659	7.293295288
660	7.29213582
661	7.290991667
662	7.28982179
663	7.288672141
664	7.287516619
665	7.286353772
666	7.285211902
667	7.284055153
668	7.282915148
669	7.281770053
670	7.28061494
671	7.279453264
672	7.278296618
673	7.277122245
674	7.275962737
675	7.27480965
676	7.273659837
677	7.272483373
678	7.271310973
679	7.270146071
680	7.269008415
681	7.267874838
682	7.2667306
683	7.265598898
684	7.264455349
685	7.263325352
686	7.262166224
687	7.261006675
688	7.259864307
689	7.258701131
690	7.257552164
691	7.256387742
692	7.255235535
693	7.254091942
694	7.252962637
695	7.251794364
696	7.250636821
697	7.249498281
698	7.248350871
699	7.247206162
700	7.246100319
701	7.244954205
702	7.243806907
703	7.242664635
704	7.241507378
705	7.240356322
706	7.239206618
707	7.23804891
708	7.236901695
709	7.235741755
710	7.234594045
711	7.23345629
712	7.232320247
713	7.231178898
714	7.230048527
715	7.228927195
716	7.227786574
717	7.226625369
718	7.225485095
719	7.224336131
720	7.223187904
721	7.22205052
722	7.220928042
723	7.219773174
724	7.218624663
725	7.21748215
726	7.216329687
727	7.215183684
728	7.214059514
729	7.212929814
730	7.211813944
731	7.210683453
732	7.209537796
733	7.20839494
734	7.207253537
735	7.206113466
736	7.2049602
737	7.203824768
738	7.202678077
739	7.201545991
740	7.200445223
741	7.1993127
742	7.198176422
743	7.197052727
744	7.195944308
745	7.194829199
746	7.193691814
747	7.192565625
748	7.191441155
749	7.190314124
750	7.189171734
751	7.188028704
752	7.186919602
753	7.185781493
754	7.184659067
755	7.183520216
756	7.182404225
757	7.181285256
758	7.180154663
759	7.179034264
760	7.17792615
761	7.176798745
762	7.175682371
763	7.174572867
764	7.173510114
765	7.172392811
766	7.171257638
767	7.170151593
768	7.169029231
769	7.167907197
770	7.166773208
771	7.165659422
772	7.164540623
773	7.163416427
774	7.16235141
775	7.161231217
776	7.16008277
777	7.158943372
778	7.157822638
779	7.15672033
780	7.155594329
781	7.154481254
782	7.153371096
783	7.152265251
784	7.151151484
785	7.150045068
786	7.148929905
787	7.147803037
788	7.146676739
789	7.145557741
790	7.144472876
791	7.143365484
792	7.142249196
793	7.141132238
794	7.140016432
795	7.138904171
796	7.137786169
797	7.136658888
798	7.135545284
799	7.134402501
800	7.133291005
801	7.13215538
802	7.131026571
803	7.129939558
804	7.128828335
805	7.127728195
806	7.126610102
807	7.125492179
808	7.124398198
809	7.123284538
810	7.122166456
811	7.121059064
812	7.119964742
813	7.11884997
814	7.117754154
815	7.116650988
816	7.115541456
817	7.114451014
818	7.113344592
819	7.112238978
820	7.111133126
821	7.110030245
822	7.108940221
823	7.107861395
824	7.106768753
825	7.105704633
826	7.104605089
827	7.103535317
828	7.102430573
829	7.101328812
830	7.100230933
831	7.099126278
832	7.098030577
833	7.0969351
834	7.095834978
835	7.094753838
836	7.093640387
837	7.092531993
838	7.09143426
839	7.090326832
840	7.089226918
841	7.088150265
842	7.087050217
843	7.085953308
844	7.084845788
845	7.083765524
846	7.082652488
847	7.081570416
848	7.080471753
849	7.079389254
850	7.078299483
851	7.077211185
852	7.076122332
853	7.075022564
854	7.073916582
855	7.072822515
856	7.071724421
857	7.070631725
858	7.069519062
859	7.068415275
860	7.067330857
861	7.066212376
862	7.065127191
863	7.06403288
864	7.062942776
865	7.061851612
866	7.060756512
867	7.059678737
868	7.058601927
869	7.057524923
870	7.056431643
871	7.055348693
872	7.054280637
873	7.053203019
874	7.052107448
875	7.051030046
876	7.049941035
877	7.048853706
878	7.047774153
879	7.046702489
880	7.045643729
881	7.044548974
882	7.043484602
883	7.04237903
884	7.041306571
885	7.040241272
886	7.039159708
887	7.038077149
888	7.036984776
889	7.035916514
890	7.034859759
891	7.033770206
892	7.032685647
893	7.031631649
894	7.03055675
895	7.029472785
896	7.028395735
897	7.027298252
898	7.026220928
899	7.025139422
900	7.024066316
901	7.023016084
902	7.021923086
903	7.020845343
904	7.019769153
905	7.018696138
906	7.017619384
907	7.016548632
908	7.015461188
909	7.014390447
910	7.013296594
911	7.012222826
912	7.011157057
913	7.010099026
914	7.009056128
915	7.007961872
916	7.006866049
917	7.005801866
918	7.004749387
919	7.003664562
920	7.002595483
921	7.00154009
922	7.000492399
923	6.999462315
924	6.998381364
925	6.997314746
926	6.996246841
927	6.995183484
928	6.994142332
929	6.99306165
930	6.991972357
931	6.990902458
932	6.989839931
933	6.988765818
934	6.987711113
935	6.986648686
936	6.985594696
937	6.984531959
938	6.983452097
939	6.982380373
940	6.981336636
941	6.980288009
942	6.979256519
943	6.978162688
944	6.977114221
945	6.976046516
946	6.974980551
947	6.973914521
948	6.972864308
949	6.971819032
950	6.970756279
951	6.969710694
952	6.96863902
953	6.967591254
954	6.96653137
955	6.965495069
956	6.964477867
957	6.963430019
958	6.962364872
959	6.961294511
960	6.960257971
961	6.959211252
962	6.958176808
963	6.95710986
964	6.956035801
965	6.955004784
966	6.953959792
967	6.952907555
968	6.951843115
969	6.950828599
970	6.949797609
971	6.948747653
972	6.947680574
973	6.946630768
974	6.945588593
975	6.944555591
976	6.943507034
977	6.942483005
978	6.941430358
979	6.940381544
980	6.939316409
981	6.938267753
982	6.937225138
983	6.936158385
984	6.935104095
985	6.934064301
986	6.93301878
987	6.931979975
988	6.930929145
989	6.92988222
990	6.928823928
991	6.92777104
992	6.926731844
993	6.925682558
994	6.924640968
995	6.923602036
996	6.922590424
997	6.921545569
998	6.920503106
999	6.91947793
1000	6.918437137
1001	6.917429804
1002	6.916425632
1003	6.915380153
1004	6.914347406
1005	6.913298178
1006	6.91225387
1007	6.911226748
1008	6.910190687
1009	6.909161588
1010	6.908120257
1011	6.907100735
1012	6.906063484
1013	6.90503896
1014	6.903996512
1015	6.902974094
1016	6.901955279
1017	6.900935783
1018	6.899899305
1019	6.898879
1020	6.897844225
1021	6.896792746
1022	6.895752254
1023	6.894707314
1024	6.893674596
1025	6.892658933
1026	6.891620166
1027	6.890587867
1028	6.889575901
1029	6.888518562
1030	6.887492838
1031	6.886459599
1032	6.885431522
1033	6.884395709
1034	6.883355093
1035	6.882317246
1036	6.881318527
1037	6.880295275
1038	6.879241187
1039	6.878201643
1040	6.877165581
1041	6.87612885
1042	6.875107942
1043	6.874101844
1044	6.873090214
1045	6.87206622
1046	6.871039906
1047	6.870010827
1048	6.868977584
1049	6.867959098
1050	6.866904428
1051	6.865887658
1052	6.86487117
1053	6.863837354
1054	6.86281827
1055	6.861790334
1056	6.860766249
1057	6.859740515
1058	6.858721848
1059	6.857686714
1060	6.856659009
1061	6.855641623
1062	6.85463046
1063	6.853595545
1064	6.852569159
1065	6.851578267
1066	6.850568589
1067	6.84955629
1068	6.848523602
1069	6.847499246
1070	6.846484441
1071	6.845460701
1072	6.84443635
1073	6.843434996
1074	6.842428751
1075	6.841407883
1076	6.840380506
1077	6.839387288
1078	6.838373573
1079	6.837341401
1080	6.83635535
1081	6.835328876
1082	6.834312463
1083	6.833315183
1084	6.832311738
1085	6.831293445
1086	6.830289797
1087	6.829291624
1088	6.82830135
1089	6.827288286
1090	6.826268264
1091	6.825264906
1092	6.824273782
1093	6.823270065
1094	6.822256456
1095	6.821224248
1096	6.820196679
1097	6.819181771
1098	6.818183342
1099	6.817164212
1100	6.816162863
1101	6.815165591
1102	6.8141416
1103	6.813131382
1104	6.81213582
1105	6.811127533
1106	6.810121169
1107	6.8090905
1108	6.808063196
1109	6.80709006
1110	6.806077832
1111	6.805081517
1112	6.804077778
1113	6.803074557
1114	6.802069856
1115	6.801052293
1116	6.800052021
1117	6.799046863
1118	6.798056093
1119	6.797041867
1120	6.796051332
1121	6.795030545
1122	6.794018003
1123	6.79301182
1124	6.791993404
1125	6.791007704
1126	6.790017849
1127	6.788994137
1128	6.787986471
1129	6.787031314
1130	6.786028757
1131	6.785033158
1132	6.784032583
1133	6.783052458
1134	6.782061409
1135	6.781064177
1136	6.78006531
1137	6.779070625
1138	6.778074947
1139	6.77707719
1140	6.776079818
1141	6.775068685
1142	6.774057548
1143	6.773076137
1144	6.772065186
1145	6.771065764
1146	6.770072427
1147	6.769076064
1148	6.768085075
1149	6.767084678
1150	6.766087425
1151	6.765103254
1152	6.76409568
1153	6.763106793
1154	6.762119932
1155	6.761128829
1156	6.760143908
1157	6.759162192
1158	6.758169925
1159	6.757151422
1160	6.756145833
1161	6.755141412
1162	6.75415075
1163	6.753163354
1164	6.75215201
1165	6.751172655
1166	6.750166199
1167	6.749169338
1168	6.748214943
1169	6.747244939
1170	6.74625488
1171	6.745282564
1172	6.744301607
1173	6.743308838
1174	6.742336137
1175	6.741344318
1176	6.740364099
1177	6.739395253
1178	6.738391252
1179	6.737405857
1180	6.736426879
1181	6.735454129
1182	6.734445275
1183	6.733478115
1184	6.732489729
1185	6.731528475
1186	6.730549653
1187	6.729583822
1188	6.728618235
1189	6.727656059
1190	6.726690655
1191	6.725719561
1192	6.724735225
1193	6.723753095
1194	6.722776325
1195	6.721766326
1196	6.720773521
1197	6.719795565
1198	6.718796114
1199	6.717862388
1200	6.716876126
1201	6.715884251
1202	6.714899397
1203	6.713929278
1204	6.712961477
1205	6.711968721
1206	6.711007787
1207	6.710027498
1208	6.709026121
1209	6.708051285
1210	6.707072774
1211	6.706095172
1212	6.705106336
1213	6.704130895
1214	6.703166417
1215	6.702206387
1216	6.701217864
1217	6.700251773
1218	6.699255033
1219	6.698299557
1220	6.697329794
1221	6.69636864
1222	6.695407224
1223	6.694439981
1224	6.693471271
1225	6.692516592
1226	6.691532319
1227	6.690559671
1228	6.689596308
1229	6.688627487
1230	6.687648784
1231	6.686677635
1232	6.685710181
1233	6.684733855
1234	6.683788958
1235	6.682825079
1236	6.681850475
1237	6.680896195
1238	6.679928185
1239	6.678972098
1240	6.678007099
1241	6.677038511
1242	6.676070102
1243	6.675099136
1244	6.674156231
1245	6.673206041
1246	6.672244394
1247	6.671294269
1248	6.670333024
1249	6.669364757
1250	6.668401484
1251	6.667444075
1252	6.666504896
1253	6.665551071
1254	6.664596713
1255	6.663644123
1256	6.66273084
1257	6.661781844
1258	6.660833322
1259	6.659868504
1260	6.658936011
1261	6.657983361
1262	6.657012156
1263	6.656039556
1264	6.65509933
1265	6.654134221
1266	6.653177936
1267	6.652224
1268	6.651276061
1269	6.650315676
1270	6.649351471
1271	6.648375087
1272	6.64743747
1273	6.646486657
1274	6.64552757
1275	6.644581482
1276	6.64362802
1277	6.642664618
1278	6.641706202
1279	6.640746079
1280	6.639787896
1281	6.63883318
1282	6.637866388
1283	6.636897038
1284	6.635932026
1285	6.634982459
1286	6.6339968
1287	6.633033631
1288	6.632086731
1289	6.631156508
1290	6.630209457
1291	6.629283158
1292	6.628343607
1293	6.627387045
1294	6.626428663
1295	6.625476392
1296	6.62452814
1297	6.62358911
1298	6.622623669
1299	6.621667485
1300	6.620736698
1301	6.619827044
1302	6.618893771
1303	6.617945333
1304	6.61699076
1305	6.616070809
1306	6.615120547
1307	6.614189375
1308	6.613239399
1309	6.612293047
1310	6.611364346
1311	6.610427214
1312	6.609486851
1313	6.608533524
1314	6.607590215
1315	6.606658285
1316	6.60573741
1317	6.60479762
1318	6.603858994
1319	6.602912953
1320	6.601962674
1321	6.60102973
1322	6.600072707
1323	6.599136344
1324	6.598223502
1325	6.597268258
1326	6.596356687
1327	6.595418401
1328	6.594510668
1329	6.593578871
1330	6.592645329
1331	6.591703583
1332	6.590771732
1333	6.589828133
1334	6.588887309
1335	6.587958328
1336	6.587033592
1337	6.586124402
1338	6.585200301
1339	6.584244515
1340	6.583292675
1341	6.582339527
1342	6.581441254
1343	6.580528338
1344	6.579605382
1345	6.578703989
1346	6.577757308
1347	6.57682641
1348	6.575901568
1349	6.574952321
1350	6.573992634
1351	6.573069958
1352	6.572140324
1353	6.571202151
1354	6.57026459
1355	6.569323434
1356	6.568420409
1357	6.567485787
1358	6.56656394
1359	6.565626572
1360	6.564697393
1361	6.563767493
1362	6.562856239
1363	6.561937433
1364	6.560991947
1365	6.560064087
1366	6.559118105
1367	6.558192285
1368	6.557299556
1369	6.556361109
1370	6.555457064
1371	6.554521496
1372	6.553578323
1373	6.552637797
1374	6.551694614
1375	6.55076691
1376	6.549836772
1377	6.548914803
1378	6.547988622
1379	6.547056763
1380	6.546138814
1381	6.545229703
1382	6.54431327
1383	6.543388461
1384	6.54244427
1385	6.541530345
1386	6.540630157
1387	6.53971993
1388	6.538771695
1389	6.537849454
1390	6.536914934
1391	6.535997503
1392	6.535074568
1393	6.534145321
1394	6.533224129
1395	6.532321352
1396	6.531401255
1397	6.530504061
1398	6.529598069
1399	6.528697591
1400	6.527773857
1401	6.526866231
1402	6.525966343
1403	6.525068607
1404	6.524139967
1405	6.523232844
1406	6.52232344
1407	6.521414636
1408	6.520519306
1409	6.51958366
1410	6.518672504
1411	6.517772036
1412	6.516856806
1413	6.515944757
1414	6.515006775
1415	6.514081429
1416	6.513154225
1417	6.512240259
1418	6.511330658
1419	6.510414273
1420	6.509495513
1421	6.508595554
1422	6.50770095
1423	6.506792375
1424	6.505894794
1425	6.504982382
1426	6.50407053
1427	6.503177522
1428	6.50225994
1429	6.501351232
1430	6.500440534
1431	6.499540527
1432	6.498638993
1433	6.497728814
1434	6.496817799
1435	6.495926573
1436	6.49500676
1437	6.494100845
1438	6.493205144
1439	6.492311788
1440	6.491426337
1441	6.490533697
1442	6.489629208
1443	6.488713381
1444	6.487837
1445	6.486940536
1446	6.486036998
1447	6.485153317
1448	6.484251066
1449	6.483336803
1450	6.482438506
1451	6.481508136
1452	6.480600042
1453	6.479670937
1454	6.478757546
1455	6.477849716
1456	6.476955477
1457	6.476063606
1458	6.475153407
1459	6.474272011
1460	6.473380583
1461	6.472477192
1462	6.471585193
1463	6.470684615
1464	6.46978761
1465	6.468896416
1466	6.467969678
1467	6.467090675
1468	6.46617986
1469	6.465280459
1470	6.464378364
1471	6.463477824
1472	6.462585214
1473	6.461685857
1474	6.460800543
1475	6.459913255
1476	6.459031146
1477	6.458143841
1478	6.457245493
1479	6.456352889
1480	6.455453142
1481	6.454548722
1482	6.453651609
1483	6.452779151
1484	6.451908242
1485	6.451014739
1486	6.450134626
1487	6.449241264
1488	6.44832519
1489	6.447431884
1490	6.446519028
1491	6.445639578
1492	6.444766072
1493	6.443868879
1494	6.442985382
1495	6.442084682
1496	6.441182316
1497	6.440309052
1498	6.439416894
1499	6.438551358
1500	6.43767295
1501	6.436770938
1502	6.435899594
1503	6.435001048
1504	6.434121568
1505	6.433242354
1506	6.432366796
1507	6.431502386
1508	6.430614702
1509	6.429752735
1510	6.428883671
1511	6.428027251
1512	6.427135638
1513	6.426245749
1514	6.425370925
1515	6.424496766
1516	6.423606521
1517	6.422738215
1518	6.421844746
1519	6.420954814
1520	6.420086712
1521	6.419217281
1522	6.418336153
1523	6.41744084
1524	6.416552389
1525	6.415672173
1526	6.4147839
1527	6.413869362
1528	6.413013272
1529	6.412157564
1530	6.411297284
1531	6.410394709
1532	6.409511673
1533	6.408636418
1534	6.40778063
1535	6.40689544
1536	6.406017682
1537	6.405147309
1538	6.404267368
1539	6.403396266
1540	6.402522767
1541	6.401656521
1542	6.400812267
1543	6.399948629
1544	6.399088772
1545	6.398232048
1546	6.397369818
1547	6.39649481
1548	6.395640598
1549	6.394777324
1550	6.393894329
1551	6.393023172
1552	6.392147891
1553	6.391250034
1554	6.390392595
1555	6.389544473
1556	6.388650876
1557	6.387793342
1558	6.386941807
1559	6.386092163
1560	6.385251616
1561	6.384379107
1562	6.383510393
1563	6.382643705
1564	6.381783704
1565	6.380901058
1566	6.380017143
1567	6.379139404
1568	6.378271184
1569	6.37742024
1570	6.376554013
1571	6.375701169
1572	6.374839417
1573	6.37397218
1574	6.373085019
1575	6.372227964
1576	6.371396913
1577	6.370523157
1578	6.369638784
1579	6.368789235
1580	6.367934539
1581	6.367103083
1582	6.366257996
1583	6.365383283
1584	6.364521561
1585	6.363669355
1586	6.362805211
1587	6.361946732
1588	6.361084383
1589	6.360224243
1590	6.359368842
1591	6.358505912
1592	6.357645091
1593	6.356842154
1594	6.355975375
1595	6.355127522
1596	6.354267292
1597	6.353422813
1598	6.352569836
1599	6.351733315
1600	6.350869214
1601	6.350012926
1602	6.349149956
1603	6.348292502
1604	6.347444883
1605	6.346607201
1606	6.345742843
1607	6.344866069
1608	6.34398025
1609	6.343151136
1610	6.342273448
1611	6.341425955
1612	6.340599688
1613	6.33977673
1614	6.338944686
1615	6.3380946
1616	6.337208531
1617	6.336364053
1618	6.335501998
1619	6.334677627
1620	6.333859178
1621	6.333002435
1622	6.332150116
1623	6.331304551
1624	6.330474501
1625	6.329634192
1626	6.328788444
1627	6.327964044
1628	6.327120544
1629	6.32628418
1630	6.325465761
1631	6.324619958
1632	6.323777677
1633	6.322921846
1634	6.322082609
1635	6.321263617
1636	6.320432674
1637	6.31956771
1638	6.318701404
1639	6.317892435
1640	6.317055279
1641	6.316207734
1642	6.315361511
1643	6.314535819
1644	6.313694317
1645	6.312857661
1646	6.312002686
1647	6.311162299
1648	6.310326414
1649	6.309498631
1650	6.308638677
1651	6.307829089
1652	6.306981291
1653	6.306139783
1654	6.305308646
1655	6.304460455
1656	6.303612183
1657	6.302786585
1658	6.301980626
1659	6.301162796
1660	6.300311361
1661	6.299456437
1662	6.298610425
1663	6.297782342
1664	6.296980316
